cliente_id,cancelacion,score_riesgo,dias_activos_semanales,promedio_conexion,conexiones_mensuales,caracteristicas_usadas,dias_ultima_conexion,intensidad_uso,tickets_soporte,puntuacion_nps,tasa_crecimiento_uso,puntuacion_csat,ratio_carga_financiera,tasa_apertura_email,errores_pago,antiguedad,ingresos_totales,latitud,cargo_mensual,tiempo_resolucion,longitud,codigo_postal,edad,dias_desde_ultimo_contacto,tiempo_sesion_promedio
0002-ORFBO,0,-0.5631100134969812,1.225698376092084,1.0719014687927682,-0.0277901615729745,-0.0415719635046524,-0.058956437292248,-0.6812919792568574,-0.7543689684390343,0.961810844499426,-1.12724586974321,1.1512831387146047,-0.0516825417814407,1.26126276419481,-0.4286129191306267,-0.933385264559214,-0.688472663924463,0.3061227830145172,0.0367334564411452,-1.0927731056311172,0.3937563299812576,0.8125123901459319,-0.6694787042858595,-1.0790224103512678,-1.5396062788579472
0003-MKNFE,0,-0.4800790986232616,0.0327713686710347,0.0914424621398688,0.8545487677032455,1.401324701821402,-0.1395789913057944,0.8477817950897231,-0.0727246537196721,0.0478169048358651,-0.6620635647784052,0.5436468669974285,-0.0517007881837563,0.1929784481613422,0.2858155909185502,-0.933385264559214,-0.7521064467412556,-0.0139969160327844,-0.4623371222182143,-0.572605379311537,0.4050173040911997,-1.0153740402622558,0.092601037467649,-0.750176326867201,-1.279037894594251
0004-TLHLJ,1,2.27334981138164,-1.1601556387500147,-1.24570620098547,-1.6916292853509896,-1.1237444624991932,0.1829112247483911,-1.5711575896831091,1.2905639757190523,-1.1840879703628475,-0.9434074479121408,-0.7728983883897862,-0.0010393031492559,-1.4937862613651862,-0.4286129191306267,-1.1286633288417012,-0.8192105866949516,-0.2781313994665689,0.0454819419211094,-0.7578705969048122,0.0342935745048843,0.7716766294666001,-0.6694787042858595,-0.5180496797019775,1.4069828517360197
0011-IGKFF,1,1.886559835261828,-1.1601556387500147,-1.1581964717233406,-1.641209917963777,-2.2059169614937337,-0.7039368694006192,-1.485423029210148,1.2905639757190523,-1.5019989058979992,-0.7026908403211829,-1.886898219871276,-0.0641660092222193,-0.3692764550141674,1.0002441009677272,-0.7771628131332242,-0.4695749875083514,0.021096185268007,0.6552310345595523,1.5080655259667846,0.3992685223467064,1.300596958265565,0.092601037467649,-0.8275518759222756,0.8503413841981008
0013-EXCHZ,1,2.0154898273017654,-2.3530826461710643,-1.0069796595583806,-1.5907905505765645,-1.1237444624991932,1.8759848590328656,-0.0279355011698085,1.2905639757190523,-2.0186041761426208,-2.1683198055268886,-2.190716355729864,0.0294319345635468,-1.2126588097774318,0.2858155909185502,-1.1677189416981986,-0.8011353295475083,0.5589686695412377,1.09123113650289,-0.9431358144980873,0.1997649384979917,-1.11843572197676,0.3466276180521519,0.9907735268719762,1.5225235671601067
0013-MHZWF,0,-0.5174687963148434,1.225698376092084,-0.8253094616101999,1.3587424415753713,-0.4022961298361659,-0.5426917613735264,0.3756082058839571,-0.4135468110793532,-0.0316608290479228,-1.223735649157307,-0.3678075405783355,-0.051682255282382,0.3054294287964439,-0.4286129191306267,-0.933385264559214,-0.6870977799092612,0.7477584902683262,0.047516473428078,-1.235284811472098,0.2249704972763209,-1.5695736494817596,-1.3468829191778673,-0.7308324396034325,-0.2692601837524915
0013-SMEOE,0,-0.5631100134969812,-0.56369213503949,1.0862530643917572,0.9553875024776708,-0.0415719635046524,-0.6233143153870728,1.709450150767551,-0.4135468110793532,1.3194606469764716,-0.3319669509933364,1.5563739865260555,-0.0871519809633215,2.0484196286405236,-0.4286129191306267,1.488062732543627,2.196587412402697,-0.4704907773620847,1.2871565206239517,-1.335043005560785,-0.0590918334209233,-1.3109471651793243,-0.5848031774243586,0.0622669382110816,0.3448507542177206
0014-BMAQU,0,-0.4870413181934182,0.0327713686710347,-0.8211089946056178,0.7537100329288203,-0.0415719635046524,-0.6233143153870728,0.7416342440279621,-0.4135468110793532,0.3657278403710167,0.6837149375761061,-0.5703529644840611,-0.0864974504648078,-0.5941784162843712,-0.4286129191306267,1.1756178296916475,1.5932122123225023,-0.3960247187073337,1.005170453758125,-1.2139080555959512,0.1103287397330998,-0.7100781151834414,1.0240318329441596,-0.7308324396034325,-0.0619488480045855
0015-UOCOJ,0,-0.5631100134969812,0.0327713686710347,-0.1777374650704414,0.980597186171277,-0.0415719635046524,0.0216661167212983,0.9804662339169248,-0.4135468110793532,1.3194606469764716,0.2784578640368985,1.3538285626203304,-0.0401691699276282,2.3857725705458295,-0.4286129191306267,-1.011496490272209,-0.8292584811959862,0.4732454944786823,-0.8535775310082464,0.6387441203368012,0.1784966335815392,0.4663807043877858,-2.108962660931376,1.5710901447850352,1.31430956957295
0016-QLJIS,0,-0.5094751368083673,-0.56369213503949,0.6924592827121745,-0.3555160495898563,-0.7630202961676795,-0.6233143153870728,0.0048453601875,-0.7543689684390343,0.5246833081385925,-1.2562374695915293,-0.3678075405783355,-0.0866763746002325,-0.5379529259668202,-0.4286129191306267,1.2537290554046423,1.1030300314477373,-0.0381002177353453,0.3860625161876272,-1.4918058819858635,0.195822690735359,1.2053135166804574,1.5320849941131651,0.3137374726400739,1.6949319784569865
0017-DINOC,0,-0.5631100134969812,0.6292348723815595,0.1702012184757854,0.6024519307671826,0.6798763691583748,-0.5426917613735264,0.1281013988909809,-1.0951911257987157,1.2797217800345777,-0.8194942575066688,1.252555850667467,-0.0855298258299676,0.8676843319719536,-0.4286129191306267,0.8241173139831707,0.3955066466269002,-0.4191531786047244,-0.0902213095936858,-0.8148752792412044,0.2193731933338925,-1.16316060272079,0.5159786717751538,0.1589863745299248,1.4921339519053336
0017-IUDMW,0,-0.5631100134969812,-0.56369213503949,0.4796356211466755,0.6780809818480015,-0.4022961298361659,-0.46206920735998,1.348860675837156,-0.4135468110793532,1.041288578383214,1.0107645056954666,1.1512831387146047,-0.0872235329587242,0.3054294287964439,-0.4286129191306267,1.5271183454001247,2.579860111080712,-0.0393677319664379,1.6198024220132925,-1.3849221026051282,0.5008043667609897,-1.0134294802299066,-0.7541542311473606,0.7973346542342898,0.3340188121467125
0018-NYROU,0,-0.4143248026828935,1.225698376092084,1.532202644711569,0.904968135090458,-0.7630202961676795,-0.3008240993328872,0.0297135998378725,-0.4135468110793532,-0.4687883654087563,-0.374625590313253,0.1385560191859778,-0.0192279592425747,-0.8190803775545751,-0.4286129191306267,-1.0896077159852038,-0.7681381131826652,0.0886197300959891,0.3942006422155009,1.09478157902794,0.4076155272727958,-0.6964661949569976,0.1772765643291499,-0.595425228757052,-1.5215530420729335
0019-EFAEP,0,-0.5399026149297925,-0.56369213503949,1.1450596024559083,-0.1790482637346123,-0.7630202961676795,-0.7039368694006192,0.2343113896886609,-0.4135468110793532,0.4054667073129107,-0.9241094920293214,0.6449195789502913,-0.0872235665248776,0.1929784481613422,-0.4286129191306267,1.5271183454001247,2.3194103844273912,-1.0013570140629453,1.3644687178887522,1.7645865964805505,-0.0685005389672443,0.7483419090784105,0.007925510606148,0.7199591051792152,0.401417562810763
0019-GFNTW,0,-0.5631100134969812,-0.56369213503949,-0.0492731825136352,0.6276616144607889,0.6798763691583748,0.0216661167212983,1.2832989531225385,-1.0951911257987157,1.9155436511048811,-1.1262301878546404,1.5563739865260555,-0.08912464415017,1.3737137448299122,-0.4286129191306267,3.2065096982295143,1.1559500954290896,-0.0972781578582547,-0.5388355068802279,-1.1497777879675095,0.46602094605502,-1.363450286052751,1.1087073598056605,-0.4019863561193656,-1.3996936937740918
0020-INWCK,0,-0.5564056539109046,0.0327713686710347,0.5709957784963388,0.2747260427503009,0.3191522028268612,-0.1395789913057944,0.2374333764845951,-0.7543689684390343,1.2399829130926838,1.309374980934883,1.4551012745731926,-0.0871520472811779,0.9801353126070556,-0.4286129191306267,1.488062732543627,1.814920186253964,-0.0190026864214823,0.9077163945743366,1.265795626037117,0.1697908028994563,-1.2720559645323417,1.5320849941131651,0.7006152179154467,-1.2552677994939834
0020-JDNXP,0,-0.4826576984640603,1.225698376092084,-0.8767651824163321,-0.1286288963473997,0.3191522028268612,-0.1395789913057944,-0.7581574472670982,-0.4135468110793532,0.4054667073129107,0.155560355519996,0.1385560191859778,-0.0815438245270591,0.4178804094315459,-0.4286129191306267,0.0430050568532219,0.0541318809572149,-0.5867974436715644,0.2161791353557619,-0.9288846439139892,0.01681784128046,0.7794548695959966,0.092601037467649,0.7779907669705212,-1.0735318825248463
0021-IKXGC,0,-0.42154488223713,0.0327713686710347,0.1849028529918232,0.3251454101375134,-0.0415719635046524,-0.46206920735998,0.2905071520154756,-0.0727246537196721,-0.1508774298736046,0.2530658168226624,-0.4690802525311983,0.2706284639246699,-0.762854887237024,-0.4286129191306267,-1.2458301674111936,-0.8913156150477569,-0.2929064320993471,0.5400765512651384,0.4107253909912315,0.1807271903034838,0.7794548695959966,0.092601037467649,-0.8855835377135816,-0.4777750686193984
0022-TCJCI,0,-0.4444944208202389,1.225698376092084,0.5930482302703952,0.1234679405886631,-0.7630202961676795,-0.7039368694006192,-0.5659937772414958,0.2680975036400089,-1.621215506723681,-1.094744049308988,-1.9881709318241385,-0.0841754000029585,-0.4817274356492692,-0.4286129191306267,0.4726167982746938,-0.107674961729123,-0.6131201755714295,-0.5343595375648973,1.0021489702313022,0.3927917189885543,0.7463973490460614,0.7700052523596567,0.7393029924429839,0.3123549280046961
0023-HGHWL,1,2.0154898273017654,-1.7566191424605395,-1.3535181874364135,-1.1622259277852576,-2.2059169614937337,1.2310044269244942,0.0339839036162187,5.721252021394907,-1.621215506723681,-1.3049902002428626,-0.9754438122955116,0.267066630286304,-1.4375607710476357,3.1435296311152583,-1.2458301674111936,-0.9092236955224924,0.9935482738549976,-0.7239778740143563,1.6862051582680109,0.2536884979033846,0.7619538293048544,-0.4154521237013567,-1.0016468612961933,-0.5812802928534763
0023-UYUPN,0,-0.5631100134969812,0.0327713686710347,1.362433769943038,0.4764035122991512,1.401324701821402,-0.3008240993328872,0.4497284786081176,-0.4135468110793532,1.120766312267002,0.685746301353245,1.3538285626203304,-0.0849942510189088,2.4419980608633804,-0.4286129191306267,0.667894862557181,-0.66859593401077,0.4039474344561889,-1.4543746850160282,-0.5084751116830953,0.1719724142986635,1.0750279945130654,2.378840262728175,1.261587948564737,-0.1705691559944172
0023-XUOPT,1,1.886559835261828,-1.1601556387500147,-1.8824269910967248,-1.111806560398045,-2.2059169614937337,1.3116269809380403,-0.5852101442440559,0.9497418183593712,-1.4225211720142112,-2.047453660787125,-1.886898219871276,-0.0641627862776599,-1.3251097904125335,1.7146726110169042,-0.7771628131332242,-0.3690412777259124,0.2319582501766081,1.201095837879186,-0.1094423353283489,0.157275473871729,-1.4353990072496692,1.1087073598056605,0.0235791636835443,-1.5718012177912215
0027-KWYKW,0,-0.4530038002948747,0.0327713686710347,1.3641839645282805,-0.2546773148154311,0.3191522028268612,-0.7039368694006192,-0.3198412665896524,-0.4135468110793532,-0.6277438331763321,1.468837037440285,-0.1652621166726099,-0.0763960051238793,-0.3692764550141674,-0.4286129191306267,-0.3866066845682498,0.0567260017406144,-0.5821248363762213,1.196009509111765,1.5080655259667846,0.1569916856031156,0.7755657495312984,-0.0767500162553528,0.7006152179154467,0.4089397448045186
0030-FNXPP,0,-0.440110801090881,0.0327713686710347,0.7323637192557055,0.3251454101375134,0.6798763691583748,-0.1395789913057944,0.2905071520154756,-0.0727246537196721,-0.5482660992925442,1.1052229213324247,0.5436468669974285,0.028042311656332,0.5865568803841986,1.0002441009677272,-1.1677189416981986,-0.9039662774014692,-3.7596447100260666,-1.3282337315839845,1.3370514789576076,-4.4232271722443075,0.7775103095636475,-1.5162339729008691,-1.446556268362872,0.5380203878173659
0031-PVLZI,1,1.7576298432218909,-1.1601556387500147,-2.134104972454609,-1.1622259277852576,-1.1237444624991932,1.634117196992226,-0.6709447047170171,1.6313861330787334,-1.2635657042466355,-0.6681576561098219,-1.7856255079184131,-0.0015766831060582,-0.987756848507228,0.2858155909185502,-1.1286633288417012,-0.8914539681562049,1.2632256680111311,-1.229355500345318,1.5436934524270298,0.3047612782868051,0.783343989660695,-1.685585026623871,1.493714595729961,-1.3915697372208358
0032-PGELS,0,1.7576298432218909,-1.1601556387500147,-1.763413759300228,-1.7420486527382022,-1.1237444624991932,2.4403427371276902,-1.6568921501560705,0.6089196609996901,-1.3033045711885294,-1.207484738940196,-1.2792619481540997,0.2652907426994428,-0.5379529259668202,2.429101121066081,-1.2458301674111936,-0.9125268759866878,1.2038150897233264,-0.95713518471294,1.6220748906395694,0.3514074380543489,-0.7236900354098854,-1.0928563385933645,1.474370708466192,0.9812273508894496
0036-IHMOT,0,-0.5239152959168403,-0.56369213503949,0.2468597413094108,0.5772422470735763,1.401324701821402,-0.7039368694006192,1.2177372304079213,-0.7543689684390343,0.5246833081385925,-0.2639162644591838,0.5436468669974285,-0.0856524567002737,0.3054294287964439,-0.4286129191306267,0.8631729268396682,1.3196102932973452,-0.7151581894869082,1.0643753206109066,-1.192531299719804,0.0012787825504896,-1.1378813223002513,-0.5001276505628577,-0.5180496797019775,0.5049227870448408
0040-HALCW,0,-0.4785319387187823,0.6292348723815595,-0.0786764515457109,0.4511938286055449,1.0406005354898884,-0.058956437292248,-0.0056445154468385,-0.7543689684390343,0.5644221750804865,0.6694953911361341,0.6449195789502913,-0.0855349227419273,-0.9315313581896768,-0.4286129191306267,0.8241173139831707,-0.627874002424248,0.4057421829499941,-1.4279257754254384,-0.2163261147090846,0.3038424570319825,0.9000175916016431,-0.3307765968398558,-0.537393566965746,-0.0408867384220696
0042-JVWOJ,0,-0.5631100134969812,0.6292348723815595,-0.6996454903897817,-0.3807257332834626,-0.7630202961676795,-0.1395789913057944,-0.7412470443048451,-0.4135468110793532,1.3194606469764716,-0.595028560132822,1.3538285626203304,-0.078247518243854,0.4741058997490969,-0.4286129191306267,-0.2694398459987575,-0.7191294068713945,-0.5345525257481185,-1.2578389414428763,1.1660374319484306,0.2112868770397089,0.3652635827056307,1.7014360478361672,-0.2278913707454479,0.1775574266765946
0042-RLHYP,0,-0.5631100134969812,0.0327713686710347,0.4439316516077268,1.3839521252689777,1.0406005354898884,-0.7039368694006192,1.4050564381639703,-0.4135468110793532,1.2399829130926838,-0.8641842606037242,1.0500104267617425,-0.0870058336937832,2.1046451189580746,-0.4286129191306267,1.4099515068306323,-0.519967224904102,-3.7596447100260666,-1.4018837721362425,0.0045670293444359,-4.4232271722443075,-1.390674126505639,-1.0928563385933645,-1.388524606571566,0.005149015379715
0048-LUMLS,0,-0.4493937605177565,0.0327713686710347,-0.6583408981780566,-0.33030636589625,-0.4022961298361659,-0.46206920735998,-0.3994519298859734,0.2680975036400089,-0.5482660992925442,0.3586967332338845,0.1385560191859778,-0.082415786422579,0.4178804094315459,0.2858155909185502,0.1601718954227142,0.4011445357961555,0.5928294317053415,0.7134186356588499,1.6006981347634224,0.2376690036554571,-1.174827962914885,0.092601037467649,1.3002757230922743,-1.5492346718099546
