cliente_id,edad,pais,ciudad,es_mayor,latitud,longitud,codigo_postal,fecha_registro,ingreso_mediano,densidad_poblacional,antiguedad,cargo_mensual,ingresos_totales,errores_pago,score_riesgo,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,dias_ultima_conexion,tickets_soporte,tiempo_resolucion,escaladas,puntuacion_csat,puntuacion_nps,tasa_apertura_email,tasa_clics_marketing,referencias_hechas,cancelacion,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,visitas_app_mensual,tiempo_sesion_promedio,features_nuevas_usadas,competidores_area,ofertas_recibidas,riesgo_soporte_interaccion,intensidad_uso,dias_desde_ultimo_contacto,ratio_carga_financiera,valor_diario_cliente,log_errores_pago,log_tickets_soporte,log_antiguedad,genero_Masculino,segmento_cliente_PYME,segmento_cliente_Residencial,tiene_pareja_Si,tiene_dependientes_Si,borough_BROOKLYN,borough_MANHATTAN,borough_QUEENS,borough_STATEN ISLAND,tipo_contrato_Mensual,tipo_contrato_Un año,metodo_pago_Cheque por correo,metodo_pago_Tarjeta de crédito,metodo_pago_Transferencia bancaria,descuento_aplicado_15%,descuento_aplicado_20%,descuento_aplicado_25%,descuento_aplicado_No,aumento_precio_3m_Si,facturacion_sin_papel_Si,servicio_telefono_Si,lineas_multiples_Si,lineas_multiples_Sin servicio,tipo_internet_Fibra óptica,tipo_internet_No,seguridad_online_No internet service,seguridad_online_Si,respaldo_online_No internet service,respaldo_online_Si,proteccion_dispositivo_No internet service,proteccion_dispositivo_Si,soporte_tecnico_No internet service,soporte_tecnico_Si,streaming_tv_No internet service,streaming_tv_Si,streaming_peliculas_No internet service,streaming_peliculas_Si,nivel_riesgo_High,nivel_riesgo_Low,nivel_riesgo_Medium,nivel_riesgo_Off,tipo_queja_Facturacion,tipo_queja_Ninguna,tipo_queja_Precio,tipo_queja_Red,tipo_queja_Servicio,respuesta_encuesta_Muy insatisfecho,respuesta_encuesta_Muy satisfecho,respuesta_encuesta_Neutral,respuesta_encuesta_No respondió,respuesta_encuesta_Satifecho,respuesta_encuesta_Satisfecho,respuesta_encuesta_Sin Respuesta,precio_vs_mercado_Bajo,precio_vs_mercado_Competitivo
0002-ORFBO,-0.6694787042858595,USA,New York,-0.43858290617060547,0.3061227830145172,0.3937563299812576,0.8125123901459319,2025-04-15,-0.23581478387891028,-0.10086900848177476,-0.933385264559214,0.03673345644114526,-0.688472663924463,-0.4286129191306267,-0.5631100134969812,-0.027790161572974575,1.225698376092084,1.0719014687927682,-0.0415719635046524,-1.12724586974321,-0.058956437292248066,-0.7543689684390343,-1.0927731056311172,-0.34390396526257505,1.1512831387146047,0.9618108444994261,1.26126276419481,1.11206887591751,1.8436350834897024,0,2025-11-22,0.939643210477135,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,0.5745405599622803,-1.5396062788579472,-0.629428562226577,-0.2205477153438281,-0.9215262682492265,-0.4993110329748773,-0.6812919792568574,-1.0790224103512678,-0.05168254178144072,0.03673345644114507,-0.5754883200036425,-1.0474797545059793,-0.6354718001622666,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0003-MKNFE,0.09260103746764904,USA,New York,-0.43858290617060547,-0.013996916032784475,0.4050173040911997,-1.0153740402622558,2025-04-15,1.0588696302095246,-1.5797974299100703,-0.933385264559214,-0.4623371222182143,-0.7521064467412556,0.2858155909185502,-0.4800790986232616,0.8545487677032455,0.03277136867103472,0.09144246213986885,1.401324701821402,-0.6620635647784052,-0.13957899130579446,-0.07272465371967214,-0.572605379311537,-0.34390396526257505,0.5436468669974285,0.04781690483586511,0.19297844816134224,0.31463772981226934,-0.555439892356522,0,2025-11-09,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.0551980935661763,-1.279037894594251,0.32202105323491337,-1.5339506536805232,0.9555816222044734,-0.4638952868210618,0.8477817950897231,-0.750176326867201,-0.0517007881837563,-0.4623371222182145,0.7867122545606492,0.20966561468712602,-0.6354718001622666,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0004-TLHLJ,-0.6694787042858595,USA,New York,-0.43858290617060547,-0.27813139946656895,0.03429357450488435,0.7716766294666001,2025-09-12,0.3774567806892957,-0.8540270008758142,-1.1286633288417012,0.04548194192110942,-0.8192105866949516,-0.4286129191306267,2.27334981138164,-1.6916292853509896,-1.1601556387500147,-1.24570620098547,-1.1237444624991932,-0.9434074479121407,0.1829112247483911,1.2905639757190523,-0.7578705969048122,-0.34390396526257505,-0.7728983883897862,-1.1840879703628475,-1.4937862613651862,-1.413129753415752,-0.555439892356522,1,2025-12-02,-0.9334645229737407,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-1.5374521367152092,1.4069828517360197,0.004871181414416586,0.655054243547302,0.9555816222044734,2.323683225662589,-1.5711575896831091,-0.5180496797019775,-0.0010393031492559866,0.045481941921109235,-0.5754883200036425,1.4668109838802312,-1.2301526810084844,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0011-IGKFF,0.09260103746764904,USA,New York,2.280070622750189,0.021096185268007023,0.3992685223467064,1.300596958265565,2024-12-16,0.3774567806892957,-0.8540270008758142,-0.7771628131332242,0.6552310345595523,-0.46957498750835147,1.0002441009677272,1.8865598352618282,-1.641209917963777,-1.1601556387500147,-1.1581964717233406,-2.2059169614937337,-0.7026908403211829,-0.7039368694006192,1.2905639757190523,1.5080655259667846,0.7131975451975773,-1.8868982198712758,-1.5019989058979992,-0.36927645501416745,-0.08407784324035095,-0.555439892356522,1,2025-12-16,0.939643210477135,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-1.3989608123429147,0.8503413841981008,-1.5808781776880674,-1.0961496742349581,1.8941355674313234,1.9387294631211163,-1.485423029210148,-0.8275518759222756,-0.06416600922221931,0.6552310345595522,1.5835485091415733,1.4668109838802312,-0.346797746994283,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0013-EXCHZ,0.3466276180521519,USA,New York,2.280070622750189,0.5589686695412377,0.19976493849799173,-1.11843572197676,2025-10-12,1.2632934850655932,1.8162604267030529,-1.1677189416981986,1.09123113650289,-0.8011353295475083,0.2858155909185502,2.0154898273017654,-1.5907905505765645,-2.3530826461710643,-1.0069796595583806,-1.1237444624991932,-2.1683198055268886,1.8759848590328654,1.2905639757190523,-0.9431358144980873,-0.34390396526257505,-2.190716355729864,-2.0186041761426208,-1.2126588097774318,-1.147319371380672,-0.555439892356522,1,2025-11-18,0.939643210477135,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-0.42952154173685403,1.5225235671601067,0.956320796875907,-1.5339506536805232,-0.9215262682492265,2.0670473839682737,-0.027935501169808512,0.9907735268719762,0.029431934563546806,1.09123113650289,0.7867122545606492,1.4668109838802312,-1.4215971640452456,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0013-MHZWF,-1.3468829191778673,USA,New York,-0.43858290617060547,0.7477584902683262,0.2249704972763209,-1.5695736494817596,2025-04-15,1.2632934850655932,1.8162604267030529,-0.933385264559214,0.047516473428078035,-0.6870977799092612,-0.4286129191306267,-0.5174687963148434,1.3587424415753713,1.225698376092084,-0.8253094616101999,-0.40229612983616597,-1.223735649157307,-0.5426917613735264,-0.41354681107935326,-1.235284811472098,-0.34390396526257505,-0.36780754057833553,-0.031660829047922806,0.3054294287964439,-0.21698303425789117,-0.555439892356522,0,2025-12-23,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.9207688708930162,-0.26926018375249156,-0.3122786904060802,-1.5339506536805232,0.017027676977623536,-0.4863325918377648,0.3756082058839571,-0.7308324396034325,-0.05168225528238206,0.04751647342807773,-0.5754883200036425,-0.31209685557275907,-0.6354718001622666,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0013-SMEOE,-0.5848031774243586,USA,New York,2.280070622750189,-0.4704907773620847,-0.05909183342092334,-1.3109471651793245,2020-03-12,1.2632934850655932,1.8162604267030529,1.488062732543627,1.2871565206239517,2.196587412402697,-0.4286129191306267,-0.5631100134969812,0.9553875024776707,-0.56369213503949,1.0862530643917572,-0.0415719635046524,-0.33196695099333645,-0.6233143153870728,-0.41354681107935326,-1.335043005560785,-0.34390396526257505,1.5563739865260557,1.3194606469764716,2.0484196286405236,2.839836359145531,-0.555439892356522,0,2025-12-10,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,1.9188407455934968,-1.3297151501567674,0.3448507542177206,1.2734706686964037,-1.0961496742349581,0.9555816222044734,-0.4993110329748773,1.709450150767551,0.06226693821108164,-0.08715198096332159,1.2871565206239515,-0.5754883200036425,-0.31209685557275907,1.0581775088751333,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0014-BMAQU,1.0240318329441596,USA,New York,-0.43858290617060547,-0.3960247187073337,0.11032873973309981,-0.7100781151834414,2020-11-07,-1.666781767871391,-0.23780682528069103,1.1756178296916477,1.005170453758125,1.5932122123225025,-0.4286129191306267,-0.4870413181934182,0.7537100329288203,0.03277136867103472,-0.8211089946056178,-0.0415719635046524,0.6837149375761061,-0.6233143153870728,-0.41354681107935326,-1.2139080555959512,-0.34390396526257505,-0.5703529644840611,0.36572784037101674,-0.5941784162843712,-0.4827934162929714,0.6440975955665902,0,2025-11-22,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-0.15253889299226528,-0.06194884800458557,1.5906205405169005,-0.2205477153438281,-0.9215262682492265,-0.47768029774635645,0.7416342440279621,-0.7308324396034325,-0.08649745046480788,1.0051704537581247,-0.5754883200036425,-0.31209685557275907,0.957126359339624,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0015-UOCOJ,-2.108962660931376,USA,New York,2.280070622750189,0.4732454944786823,0.17849663358153922,0.4663807043877858,2025-06-14,0.3774567806892957,-0.8540270008758142,-1.011496490272209,-0.8535775310082464,-0.8292584811959862,-0.4286129191306267,-0.5631100134969812,0.980597186171277,0.03277136867103472,-0.17773746507044147,-0.0415719635046524,0.27845786403689854,0.021666116721298322,-0.41354681107935326,0.6387441203368012,-0.34390396526257505,1.3538285626203304,1.3194606469764716,2.3857725705458295,2.972741550163071,0.6440975955665902,0,2025-11-03,0.003089343751697124,2.2297097950862708,-0.5871510253650176,1.9188407455934968,-0.04867039971304449,1.3143095695729499,-1.2637283058675706,-1.5339506536805232,-0.9215262682492265,-0.4993110329748773,0.9804662339169249,1.5710901447850352,-0.040169169927628263,-0.8535775310082464,-0.5754883200036425,-0.31209685557275907,-0.8269162831990282,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0016-QLJIS,1.5320849941131653,USA,New York,-0.43858290617060547,-0.03810021773534536,0.19582269073535902,1.2053135166804574,2020-09-08,0.3774567806892957,-0.8540270008758142,1.2537290554046425,0.38606251618762727,1.1030300314477373,-0.4286129191306267,-0.5094751368083673,-0.35551604958985633,-0.56369213503949,0.6924592827121745,-0.7630202961676795,-1.2562374695915293,-0.6233143153870728,-0.7543689684390343,-1.4918058819858637,-0.34390396526257505,-0.36780754057833553,0.5246833081385925,-0.5379529259668202,-0.21698303425789117,-0.555439892356522,0,2025-12-12,-0.9334645229737407,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,1.4054885061960465,1.6949319784569865,-0.3122786904060802,-1.0961496742349581,1.8941355674313234,-0.49168528225024616,0.004845360187500047,0.3137374726400739,-0.08667637460023257,0.38606251618762705,-0.5754883200036425,-1.0474797545059793,0.9835266933441011,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0017-DINOC,0.5159786717751538,USA,New York,-0.43858290617060547,-0.41915317860472445,0.2193731933338925,-1.1631606027207901,2021-08-04,1.2632934850655932,1.8162604267030529,0.8241173139831707,-0.09022130959368589,0.3955066466269002,-0.4286129191306267,-0.5631100134969812,0.6024519307671826,0.6292348723815595,0.17020121847578543,0.6798763691583748,-0.8194942575066688,-0.5426917613735264,-1.0951911257987155,-0.8148752792412044,-0.34390396526257505,1.252555850667467,1.2797217800345777,0.8676843319719536,1.11206887591751,-0.555439892356522,0,2025-12-08,0.003089343751697124,0.23603131016697382,-0.5871510253650176,-0.5211479912006457,0.7476547154276482,1.4921339519053336,0.6391709250554102,1.092855222992867,-0.9215262682492265,-0.4993110329748773,0.1281013988909809,0.1589863745299248,-0.08552982582996763,-0.09022130959368599,-0.5754883200036425,-2.3046251236990845,0.8271051611899998,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0017-IUDMW,-0.7541542311473606,USA,New York,-0.43858290617060547,-0.039367731966437954,0.5008043667609897,-1.0134294802299066,2020-02-11,1.0588696302095246,-1.5797974299100703,1.5271183454001247,1.6198024220132923,2.5798601110807122,-0.4286129191306267,-0.5631100134969812,0.6780809818480015,-0.56369213503949,0.4796356211466755,-0.40229612983616597,1.0107645056954666,-0.46206920735998,-0.41354681107935326,-1.3849221026051282,-0.34390396526257505,1.1512831387146047,1.041288578383214,0.3054294287964439,0.7133533028648896,0.6440975955665902,0,2025-12-20,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.4360492355899859,0.3340188121467125,0.004871181414416586,-1.5339506536805232,-0.9215262682492265,-0.4993110329748773,1.348860675837156,0.7973346542342898,-0.0872235329587242,1.6198024220132923,-0.5754883200036425,-0.31209685557275907,1.0700113952206374,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0018-NYROU,0.17727656432914998,USA,New York,-0.43858290617060547,0.08861973009598918,0.4076155272727958,-0.6964661949569976,2025-08-13,-1.666781767871391,-0.23780682528069103,-1.0896077159852038,0.3942006422155009,-0.7681381131826652,-0.4286129191306267,-0.41432480268289357,0.904968135090458,1.225698376092084,1.532202644711569,-0.7630202961676795,-0.374625590313253,-0.30082409933288723,-0.41354681107935326,1.09478157902794,-0.34390396526257505,0.13855601918597787,-0.4687883654087563,-0.8190803775545751,-1.0144141803631317,0.6440975955665902,0,2025-12-20,1.8761970772025727,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,0.6437862221484274,-1.5215530420729337,0.6391709250554102,1.530656202438432,1.8941355674313234,-0.4570027813584145,0.0297135998378725,-0.595425228757052,-0.019227959242574734,0.3942006422155008,-0.5754883200036425,-0.31209685557275907,-1.0737311488543824,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
