cliente_id,genero,edad,pais,ciudad,es_mayor,tiene_pareja,tiene_dependientes,latitud,longitud,borough,codigo_postal,estado,fecha_registro,ingreso_mediano,densidad_poblacional,antiguedad,cargo_mensual,ingresos_totales,errores_pago,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,score_riesgo,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,dias_ultima_conexion,tickets_soporte,tiempo_resolucion,escaladas,puntuacion_csat,puntuacion_nps,tasa_apertura_email,tasa_clics_marketing,referencias_hechas,cancelacion,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,visitas_app_mensual,tiempo_sesion_promedio,features_nuevas_usadas,ultimo_contacto_soporte,competidores_area,ofertas_recibidas,genero_encoded,tiene_pareja_encoded,tiene_dependientes_encoded,aumento_precio_3m_encoded,facturacion_sin_papel_encoded,servicio_telefono_encoded,segmento_cliente_PYME,segmento_cliente_Residencial,tipo_contrato_Mensual,tipo_contrato_Un año,metodo_pago_Cheque por correo,metodo_pago_Tarjeta de crédito,metodo_pago_Transferencia bancaria,descuento_aplicado_15%,descuento_aplicado_20%,descuento_aplicado_25%,descuento_aplicado_No,lineas_multiples_Si,lineas_multiples_Sin servicio,tipo_internet_Fibra óptica,tipo_internet_No,seguridad_online_No internet service,seguridad_online_Si,respaldo_online_No internet service,respaldo_online_Si,proteccion_dispositivo_No internet service,proteccion_dispositivo_Si,soporte_tecnico_No internet service,soporte_tecnico_Si,streaming_tv_No internet service,streaming_tv_Si,streaming_peliculas_No internet service,streaming_peliculas_Si,nivel_riesgo_High,nivel_riesgo_Low,nivel_riesgo_Medium,nivel_riesgo_Off,tipo_queja_Facturacion,tipo_queja_Ninguna,tipo_queja_Precio,tipo_queja_Red,tipo_queja_Servicio,respuesta_encuesta_Muy insatisfecho,respuesta_encuesta_Muy satisfecho,respuesta_encuesta_Neutral,respuesta_encuesta_No respondió,respuesta_encuesta_Satifecho,respuesta_encuesta_Satisfecho,respuesta_encuesta_Sin Respuesta,precio_vs_mercado_Bajo,precio_vs_mercado_Competitivo
0002-ORFBO,Femenino,-0.6694787042858595,USA,New York,0,Si,Si,40.726363407709975,-73.81071249506411,BROOKLYN,11250,NY,2025-04-15,-0.23581478387891028,-0.10086900848177476,-0.933385264559214,0.03673345644114526,-0.688472663924463,-0.4286129191306267,No,Si,Si,-0.5631100134969812,-0.027790161572974575,1.225698376092084,1.0719014687927682,-0.0415719635046524,-1.12724586974321,-0.058956437292248066,-0.7543689684390343,-1.0927731056311172,-0.34390396526257505,1.1512831387146047,0.9618108444994261,1.26126276419481,1.11206887591751,1.8436350834897024,0,2025-11-22,0.939643210477135,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,0.5745405599622803,-1.5396062788579472,-0.629428562226577,2025-11-27,-0.2205477153438281,-0.9215262682492265,0,1,1,0,1,1,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0003-MKNFE,Masculino,0.09260103746764904,USA,New York,0,No,No,40.678021618445726,-73.80204202522333,STATEN ISLAND,10310,NY,2025-04-15,1.0588696302095246,-1.5797974299100703,-0.933385264559214,-0.4623371222182143,-0.7521064467412556,0.2858155909185502,No,No,Si,-0.4800790986232616,0.8545487677032455,0.03277136867103472,0.09144246213986885,1.401324701821402,-0.6620635647784052,-0.13957899130579446,-0.07272465371967214,-0.572605379311537,-0.34390396526257505,0.5436468669974285,0.04781690483586511,0.19297844816134224,0.31463772981226934,-0.555439892356522,0,2025-11-09,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.0551980935661763,-1.279037894594251,0.32202105323491337,2025-11-10,-1.5339506536805232,0.9555816222044734,1,0,0,0,0,1,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0004-TLHLJ,Masculino,-0.6694787042858595,USA,New York,0,No,No,40.6381342463984,-74.08748348750338,QUEENS,11229,NY,2025-09-12,0.3774567806892957,-0.8540270008758142,-1.1286633288417012,0.04548194192110942,-0.8192105866949516,-0.4286129191306267,No,Si,Si,2.27334981138164,-1.6916292853509896,-1.1601556387500147,-1.24570620098547,-1.1237444624991932,-0.9434074479121407,0.1829112247483911,1.2905639757190523,-0.7578705969048122,-0.34390396526257505,-0.7728983883897862,-1.1840879703628475,-1.4937862613651862,-1.413129753415752,-0.555439892356522,1,2025-12-02,-0.9334645229737407,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-1.5374521367152092,1.4069828517360197,0.004871181414416586,2025-10-29,0.655054243547302,0.9555816222044734,1,0,0,0,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0011-IGKFF,Masculino,0.09260103746764904,USA,New York,1,Si,No,40.68332108396678,-73.80646834200998,QUEENS,11501,NY,2024-12-16,0.3774567806892957,-0.8540270008758142,-0.7771628131332242,0.6552310345595523,-0.46957498750835147,1.0002441009677272,Si,Si,Si,1.8865598352618282,-1.641209917963777,-1.1601556387500147,-1.1581964717233406,-2.2059169614937337,-0.7026908403211829,-0.7039368694006192,1.2905639757190523,1.5080655259667846,0.7131975451975773,-1.8868982198712758,-1.5019989058979992,-0.36927645501416745,-0.08407784324035095,-0.555439892356522,1,2025-12-16,0.939643210477135,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-1.3989608123429147,0.8503413841981008,-1.5808781776880674,2025-11-14,-1.0961496742349581,1.8941355674313234,1,1,0,1,1,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0013-EXCHZ,Femenino,0.3466276180521519,USA,New York,1,Si,No,40.764546070630075,-73.96007759374963,MANHATTAN,10257,NY,2025-10-12,1.2632934850655932,1.8162604267030529,-1.1677189416981986,1.09123113650289,-0.8011353295475083,0.2858155909185502,No,Si,Si,2.0154898273017654,-1.5907905505765645,-2.3530826461710643,-1.0069796595583806,-1.1237444624991932,-2.1683198055268886,1.8759848590328654,1.2905639757190523,-0.9431358144980873,-0.34390396526257505,-2.190716355729864,-2.0186041761426208,-1.2126588097774318,-1.147319371380672,-0.555439892356522,1,2025-11-18,0.939643210477135,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-0.42952154173685403,1.5225235671601067,0.956320796875907,2025-08-12,-1.5339506536805232,-0.9215262682492265,0,1,0,0,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0013-MHZWF,Femenino,-1.3468829191778673,USA,New York,0,No,Si,40.793055524300016,-73.94067038838055,MANHATTAN,10025,NY,2025-04-15,1.2632934850655932,1.8162604267030529,-0.933385264559214,0.047516473428078035,-0.6870977799092612,-0.4286129191306267,No,Si,Si,-0.5174687963148434,1.3587424415753713,1.225698376092084,-0.8253094616101999,-0.40229612983616597,-1.223735649157307,-0.5426917613735264,-0.41354681107935326,-1.235284811472098,-0.34390396526257505,-0.36780754057833553,-0.031660829047922806,0.3054294287964439,-0.21698303425789117,-0.555439892356522,0,2025-12-23,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.9207688708930162,-0.26926018375249156,-0.3122786904060802,2025-11-09,-1.5339506536805232,0.017027676977623536,0,0,1,0,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0013-SMEOE,Femenino,-0.5848031774243586,USA,New York,1,Si,No,40.60908574817445,-74.15938626918856,MANHATTAN,10158,NY,2020-03-12,1.2632934850655932,1.8162604267030529,1.488062732543627,1.2871565206239517,2.196587412402697,-0.4286129191306267,No,Si,Si,-0.5631100134969812,0.9553875024776707,-0.56369213503949,1.0862530643917572,-0.0415719635046524,-0.33196695099333645,-0.6233143153870728,-0.41354681107935326,-1.335043005560785,-0.34390396526257505,1.5563739865260557,1.3194606469764716,2.0484196286405236,2.839836359145531,-0.555439892356522,0,2025-12-10,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,1.9188407455934968,-1.3297151501567674,0.3448507542177206,1.2734706686964037,2025-09-29,-1.0961496742349581,0.9555816222044734,0,1,0,0,1,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0014-BMAQU,Masculino,1.0240318329441596,USA,New York,0,Si,No,40.62033098714456,-74.0289396527948,BRONX,10467,NY,2020-11-07,-1.666781767871391,-0.23780682528069103,1.1756178296916477,1.005170453758125,1.5932122123225025,-0.4286129191306267,No,Si,Si,-0.4870413181934182,0.7537100329288203,0.03277136867103472,-0.8211089946056178,-0.0415719635046524,0.6837149375761061,-0.6233143153870728,-0.41354681107935326,-1.2139080555959512,-0.34390396526257505,-0.5703529644840611,0.36572784037101674,-0.5941784162843712,-0.4827934162929714,0.6440975955665902,0,2025-11-22,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-0.15253889299226528,-0.06194884800458557,1.5906205405169005,2025-11-09,-0.2205477153438281,-0.9215262682492265,1,1,0,0,1,1,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0015-UOCOJ,Femenino,-2.108962660931376,USA,New York,1,No,No,40.75160087645343,-73.97645328154913,QUEENS,11072,NY,2025-06-14,0.3774567806892957,-0.8540270008758142,-1.011496490272209,-0.8535775310082464,-0.8292584811959862,-0.4286129191306267,No,Si,Si,-0.5631100134969812,0.980597186171277,0.03277136867103472,-0.17773746507044147,-0.0415719635046524,0.27845786403689854,0.021666116721298322,-0.41354681107935326,0.6387441203368012,-0.34390396526257505,1.3538285626203304,1.3194606469764716,2.3857725705458295,2.972741550163071,0.6440975955665902,0,2025-11-03,0.003089343751697124,2.2297097950862708,-0.5871510253650176,1.9188407455934968,-0.04867039971304449,1.3143095695729499,-1.2637283058675706,2025-07-13,-1.5339506536805232,-0.9215262682492265,0,0,0,0,1,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0016-QLJIS,Femenino,1.5320849941131653,USA,New York,0,Si,Si,40.67438174019098,-73.96311295640983,QUEENS,11452,NY,2020-09-08,0.3774567806892957,-0.8540270008758142,1.2537290554046425,0.38606251618762727,1.1030300314477373,-0.4286129191306267,No,Si,Si,-0.5094751368083673,-0.35551604958985633,-0.56369213503949,0.6924592827121745,-0.7630202961676795,-1.2562374695915293,-0.6233143153870728,-0.7543689684390343,-1.4918058819858637,-0.34390396526257505,-0.36780754057833553,0.5246833081385925,-0.5379529259668202,-0.21698303425789117,-0.555439892356522,0,2025-12-12,-0.9334645229737407,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,1.4054885061960465,1.6949319784569865,-0.3122786904060802,2025-09-16,-1.0961496742349581,1.8941355674313234,0,1,1,0,1,1,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
