Address Borough,Business Name,License Type,Latitude,Longitude
Queens,H S TECH INC,Business,40.73730559450177,-73.88449280254991
Queens,INTERSTAR COMMUNICATION CORP.,Business,40.74324982352243,-73.88359112425091
Queens,Skyline NY Construction Group INC,Business,40.748660984473126,-73.81698310038387
Queens,ORAN PLUMBING COMPANY INC.,Business,40.79083431163037,-73.84529594388471
Queens,JVAS SOLUTIONS LLC,Business,40.771605374901874,-73.81082218414933
Queens,FABYROM CONSTRUCTION CORP.,Business,40.740492776542595,-73.92493298159279
Queens,"BRIDGE GOURMET MARKET, INC",Business,40.751670948365714,-73.94185137901611
Queens,DB AUTO BODY AND GLASS REPAIRS INC.,Business,40.70547073872954,-73.81609899888025
Queens,"JAM JUICE VAPE SHOP, INC.",Business,40.759105376463445,-73.77403191066874
Queens,SIZMOS MECHANICAL CORP.,Business,40.75727858668693,-73.91928315933701
Queens,The Indo American Group Inc.,Business,40.73118713389087,-73.7086854636651
Queens,YORK COLLEGE FOUNDTION,Business,40.70253215539868,-73.79557835016405
Queens,"STEVEN, YOUNG",Business,40.72537712993866,-73.74482536875203
Queens,PAIN RELIEF RX INC,Business,40.721902046093696,-73.87405373382909
Queens,POG CLEANERS CORP,Business,40.763924782953886,-73.80868165669112
Queens,"ALL-COUNTY AMUSEMENTS, INC.",Business,40.76266973783639,-73.9124143066314
Queens,EVOLUTIONCOMM.COM CORP.,Business,40.75868141308143,-73.8290586793024
Queens,C & M GENERAL CONTRACTING INC.,Business,40.73206702309378,-73.89133218782841
Queens,"JIMENEZ CONSTRUCTION NY, INC.",Business,40.75345621345703,-73.86017748183454
Queens,"ED BARBER SHOP, INC.",Business,40.73141669295879,-73.81082081805789
Queens,Green Orchard Group LLC,Business,40.75310270095212,-73.93484442386486
Queens,"FIVE STAR AUTO GROUP, INC.",Business,40.67964300206484,-73.84441099067779
Queens,A&K GENERAL CONTRACTING CORP.,Business,40.69436638159687,-73.82020097644217
Queens,RJ ELITE INDUSTRIES LLC,Business,40.68246887617986,-73.75922414641187
Queens,PRESIDENT INC.,Business,40.70618791167794,-73.80817289160157
Queens,"MAJOR WORLD CDJR, LLC",Business,40.75318072577847,-73.91185650840266
Queens,DA FU MAINTENANCE CORP.,Business,40.72295473753741,-73.80434015012717
Queens,"BINDRA, HONEY",Business,40.68843496964994,-73.81848256411693
Queens,DIAMOND AUTO BODY INC,Business,40.75701975038657,-73.84375379380339
Queens,"MILLER, CALROY V",Business,40.67799586724669,-73.7936346081168
Queens,KINGDOM CONVENIENCE GROCERY CORP,Business,40.60505593550992,-73.7546271203064
Queens,VOICEZONE INC,Business,40.68680780822388,-73.7943032462161
Queens,"GENOVESE DRUG STORES, INC.",Business,40.74940422941329,-73.8842588863561
Queens,BRITE-N-UP INC.,Business,40.788824210473294,-73.82182735960521
Queens,DUTCH KILLS RESTORATION CORP.,Business,40.75413697055435,-73.93396633191236
Queens,K&C DELI INC.,Business,40.72583050606829,-73.71909593470858
Queens,AIR CONTROL SOLUTIONS INC.,Business,40.68084521996403,-73.85275834195326
Queens,SUPER WOOD FLOORS INC,Business,40.711633251964265,-73.806364496801
Queens,"VATTUONE CONTRACTING & MAINTENANCE, INC.",Business,40.7017793049546,-73.83628064609502
